2019-04-11 23:09:48 INFO - Client request 155 requesting room L221 on day 2, timeslot 9-10, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 162 requesting room L221 on day 1, timeslot 11-12, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 162 requesting room L221 on day 5, timeslot 11-12, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 162 requesting room T101 on day 3, timeslot 12-1, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 162 requesting room CG04 on day 2, timeslot 11-12, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 162 requesting room T101 on day 2, timeslot 12-1, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 180 requesting room T101 on day 2, timeslot 10-11, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 173 requesting room T101 on day 2, timeslot 11-12, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 159 requesting room T101 on day 6, timeslot 11-12, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 165 requesting room XG14 on day 2, timeslot 9-10, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 184 requesting room L221 on day 1, timeslot 12-1, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 182 requesting room T101 on day 2, timeslot 1-2, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 188 requesting room CG04 on day 6, timeslot 11-12, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 188 requesting room T101 on day 3, timeslot 11-12, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 185 requesting room L221 on day 1, timeslot 12-1, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 185 requesting room CG04 on day 5, timeslot 9-10, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 185 requesting room XG14 on day 6, timeslot 1-2, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 183 requesting room XG14 on day 4, timeslot 12-1, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 183 requesting room CG04 on day 3, timeslot 12-1, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 187 requesting room CG04 on day 4, timeslot 10-11, at 20 seconds 
2019-04-11 23:09:48 INFO - Client request 181 requesting room T101 on day 1, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 192 requesting room XG14 on day 1, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 193 requesting room L221 on day 4, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 202 requesting room L221 on day 4, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 200 requesting room XG14 on day 3, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 191 requesting room T101 on day 6, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 204 requesting room L221 on day 6, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 194 requesting room T101 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 201 requesting room L221 on day 4, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 186 requesting room L221 on day 3, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 195 requesting room T101 on day 6, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 207 requesting room T101 on day 4, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 206 requesting room CG04 on day 6, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 190 requesting room CG04 on day 3, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 205 requesting room L221 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 189 requesting room CG04 on day 6, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 198 requesting room T101 on day 5, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 203 requesting room XG14 on day 1, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 199 requesting room L221 on day 1, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 197 requesting room XG14 on day 1, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 208 requesting room T101 on day 6, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 196 requesting room L221 on day 2, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 209 requesting room L221 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 239 requesting room L221 on day 6, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 237 requesting room L221 on day 5, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 212 requesting room CG04 on day 2, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 214 requesting room XG14 on day 5, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 225 requesting room L221 on day 2, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 226 requesting room CG04 on day 3, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 210 requesting room T101 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 220 requesting room CG04 on day 6, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 224 requesting room L221 on day 5, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 233 requesting room XG14 on day 3, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 223 requesting room T101 on day 5, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 243 requesting room CG04 on day 4, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 218 requesting room XG14 on day 1, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 246 requesting room CG04 on day 2, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 229 requesting room L221 on day 2, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 219 requesting room T101 on day 5, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 215 requesting room CG04 on day 2, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 238 requesting room CG04 on day 5, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 240 requesting room XG14 on day 6, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 213 requesting room CG04 on day 3, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 217 requesting room XG14 on day 5, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 227 requesting room L221 on day 3, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 230 requesting room T101 on day 3, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 221 requesting room XG14 on day 2, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 216 requesting room XG14 on day 1, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:48 INFO - Client request 241 requesting room XG14 on day 2, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:49 INFO - Client request 228 requesting room L221 on day 2, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 242 requesting room XG14 on day 6, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 244 requesting room XG14 on day 5, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 232 requesting room L221 on day 4, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 236 requesting room CG04 on day 1, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 250 requesting room T101 on day 6, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 247 requesting room XG14 on day 5, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 252 requesting room XG14 on day 5, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 257 requesting room XG14 on day 4, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 245 requesting room T101 on day 6, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 254 requesting room T101 on day 1, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 222 requesting room T101 on day 2, timeslot 1-2, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 258 requesting room XG14 on day 1, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 251 requesting room L221 on day 4, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 248 requesting room CG04 on day 1, timeslot 1-2, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 253 requesting room XG14 on day 2, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 259 requesting room L221 on day 1, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 262 requesting room XG14 on day 3, timeslot 11-12, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 261 requesting room T101 on day 6, timeslot 11-12, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 263 requesting room T101 on day 3, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 260 requesting room T101 on day 2, timeslot 11-12, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 264 requesting room L221 on day 2, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 256 requesting room CG04 on day 1, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 267 requesting room XG14 on day 6, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 235 requesting room L221 on day 4, timeslot 1-2, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 266 requesting room XG14 on day 4, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 249 requesting room XG14 on day 5, timeslot 1-2, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 265 requesting room XG14 on day 3, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 255 requesting room CG04 on day 1, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 211 requesting room XG14 on day 4, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 268 requesting room XG14 on day 4, timeslot 11-12, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 231 requesting room L221 on day 3, timeslot 11-12, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 269 requesting room T101 on day 6, timeslot 1-2, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 234 requesting room XG14 on day 3, timeslot 1-2, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 272 requesting room CG04 on day 5, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 270 requesting room XG14 on day 2, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 273 requesting room L221 on day 5, timeslot 11-12, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 275 requesting room T101 on day 3, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 271 requesting room XG14 on day 3, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 274 requesting room T101 on day 1, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 283 requesting room CG04 on day 2, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 281 requesting room XG14 on day 4, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 279 requesting room CG04 on day 5, timeslot 9-10, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 282 requesting room T101 on day 4, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 280 requesting room T101 on day 1, timeslot 12-1, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 277 requesting room L221 on day 2, timeslot 1-2, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 276 requesting room L221 on day 4, timeslot 11-12, at 13 seconds 
2019-04-11 23:09:49 INFO - Client request 278 requesting room CG04 on day 1, timeslot 10-11, at 13 seconds 
2019-04-11 23:09:50 INFO - Client request 288 requesting room XG14 on day 4, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 286 requesting room T101 on day 5, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 285 requesting room XG14 on day 1, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 296 requesting room XG14 on day 4, timeslot 11-12, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 287 requesting room XG14 on day 6, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 300 requesting room XG14 on day 5, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 298 requesting room L221 on day 2, timeslot 11-12, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 290 requesting room L221 on day 2, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 289 requesting room CG04 on day 1, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 284 requesting room L221 on day 4, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 291 requesting room T101 on day 2, timeslot 11-12, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 301 requesting room CG04 on day 6, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 299 requesting room XG14 on day 5, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 295 requesting room XG14 on day 3, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 308 requesting room XG14 on day 2, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 292 requesting room T101 on day 2, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 311 requesting room CG04 on day 3, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 293 requesting room L221 on day 6, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 294 requesting room CG04 on day 2, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 307 requesting room CG04 on day 6, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 297 requesting room T101 on day 2, timeslot 10-11, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 302 requesting room XG14 on day 6, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 321 requesting room T101 on day 1, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 322 requesting room CG04 on day 4, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 327 requesting room L221 on day 2, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 336 requesting room L221 on day 4, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 333 requesting room CG04 on day 5, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 335 requesting room T101 on day 2, timeslot 10-11, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 334 requesting room XG14 on day 2, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 317 requesting room L221 on day 3, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 332 requesting room XG14 on day 6, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 330 requesting room CG04 on day 5, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 331 requesting room T101 on day 6, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 329 requesting room L221 on day 5, timeslot 11-12, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 310 requesting room T101 on day 4, timeslot 11-12, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 304 requesting room XG14 on day 5, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 323 requesting room L221 on day 5, timeslot 11-12, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 328 requesting room XG14 on day 3, timeslot 10-11, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 324 requesting room T101 on day 4, timeslot 10-11, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 325 requesting room XG14 on day 3, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 314 requesting room CG04 on day 5, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 326 requesting room XG14 on day 5, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 312 requesting room CG04 on day 4, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 320 requesting room XG14 on day 3, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 315 requesting room XG14 on day 4, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 316 requesting room L221 on day 4, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 309 requesting room XG14 on day 6, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 319 requesting room L221 on day 3, timeslot 10-11, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 306 requesting room T101 on day 3, timeslot 12-1, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 318 requesting room CG04 on day 5, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 305 requesting room XG14 on day 6, timeslot 11-12, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 303 requesting room CG04 on day 3, timeslot 1-2, at 14 seconds 
2019-04-11 23:09:50 INFO - Client request 313 requesting room CG04 on day 4, timeslot 9-10, at 14 seconds 
2019-04-11 23:09:51 INFO - Client request 349 requesting room T101 on day 1, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 345 requesting room CG04 on day 1, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 341 requesting room T101 on day 6, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 339 requesting room L221 on day 2, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 385 requesting room CG04 on day 5, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 383 requesting room T101 on day 5, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 367 requesting room T101 on day 2, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 358 requesting room L221 on day 6, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 369 requesting room CG04 on day 6, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 356 requesting room L221 on day 6, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 373 requesting room CG04 on day 6, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 347 requesting room T101 on day 1, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 355 requesting room XG14 on day 6, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 343 requesting room CG04 on day 5, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 365 requesting room CG04 on day 5, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 352 requesting room T101 on day 3, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 370 requesting room XG14 on day 2, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 359 requesting room XG14 on day 3, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 378 requesting room XG14 on day 3, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 380 requesting room T101 on day 2, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 386 requesting room L221 on day 3, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 363 requesting room XG14 on day 3, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 346 requesting room L221 on day 3, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 361 requesting room T101 on day 3, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 382 requesting room T101 on day 2, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 377 requesting room XG14 on day 3, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 348 requesting room L221 on day 3, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 375 requesting room XG14 on day 1, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 376 requesting room L221 on day 4, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 372 requesting room T101 on day 3, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 362 requesting room L221 on day 5, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 342 requesting room L221 on day 3, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 384 requesting room L221 on day 2, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 354 requesting room T101 on day 5, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 350 requesting room T101 on day 2, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 337 requesting room T101 on day 2, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 374 requesting room CG04 on day 2, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 344 requesting room CG04 on day 2, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 392 requesting room XG14 on day 1, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 360 requesting room L221 on day 5, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 357 requesting room XG14 on day 5, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 340 requesting room CG04 on day 5, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 338 requesting room L221 on day 1, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 399 requesting room CG04 on day 2, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 401 requesting room L221 on day 3, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 393 requesting room CG04 on day 4, timeslot 1-2, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 366 requesting room T101 on day 4, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 364 requesting room T101 on day 6, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 379 requesting room T101 on day 5, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 368 requesting room L221 on day 1, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 353 requesting room L221 on day 1, timeslot 12-1, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 371 requesting room T101 on day 2, timeslot 10-11, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 381 requesting room CG04 on day 4, timeslot 11-12, at 15 seconds 
2019-04-11 23:09:51 INFO - Client request 351 requesting room XG14 on day 5, timeslot 9-10, at 15 seconds 
2019-04-11 23:09:52 INFO - Client request 388 requesting room L221 on day 6, timeslot 10-11, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 387 requesting room XG14 on day 4, timeslot 10-11, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 395 requesting room L221 on day 5, timeslot 11-12, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 404 requesting room XG14 on day 4, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 396 requesting room T101 on day 5, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 402 requesting room XG14 on day 4, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 409 requesting room CG04 on day 4, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 408 requesting room CG04 on day 5, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 410 requesting room XG14 on day 2, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 407 requesting room T101 on day 4, timeslot 11-12, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 411 requesting room CG04 on day 6, timeslot 9-10, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 414 requesting room CG04 on day 5, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 413 requesting room XG14 on day 5, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 417 requesting room L221 on day 6, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 419 requesting room T101 on day 4, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 406 requesting room CG04 on day 3, timeslot 11-12, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 391 requesting room L221 on day 3, timeslot 9-10, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 462 requesting room T101 on day 4, timeslot 10-11, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 397 requesting room T101 on day 3, timeslot 10-11, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 403 requesting room T101 on day 4, timeslot 9-10, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 460 requesting room XG14 on day 3, timeslot 9-10, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 450 requesting room CG04 on day 6, timeslot 9-10, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 447 requesting room L221 on day 6, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 440 requesting room L221 on day 6, timeslot 10-11, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 426 requesting room T101 on day 3, timeslot 11-12, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 445 requesting room L221 on day 4, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 438 requesting room CG04 on day 5, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 421 requesting room CG04 on day 2, timeslot 12-1, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 439 requesting room XG14 on day 6, timeslot 11-12, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 429 requesting room XG14 on day 6, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 436 requesting room CG04 on day 3, timeslot 11-12, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 437 requesting room CG04 on day 3, timeslot 1-2, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 428 requesting room T101 on day 5, timeslot 10-11, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 424 requesting room CG04 on day 2, timeslot 9-10, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 435 requesting room CG04 on day 6, timeslot 10-11, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 433 requesting room XG14 on day 3, timeslot 9-10, at 16 seconds 
2019-04-11 23:09:52 INFO - Client request 427 requesting room XG14 on day 4, timeslot 1-2, at 16 seconds 
